session,session_type,session_hour,session_quality,avg_hr,min_hr,max_hr,avg_hr_pct,min_hr_pct,max_hr_pct,exercise_duration,training_load,training_intensity,epoc_total,epoc_peak,aerobic_te_value,aerobic_te_comment,anaerobic_te_value,anaerobic_te_comment,ee_men,vo2,vo2_max,movement_load,movement_load_intensity,zone_0_d,zone_0_pct,zone_1_d,zone_1_pct,zone_2_d,zone_2_pct,zone_3_d,zone_3_pct,zone_4_d,zone_4_pct,zone_5_d,zone_5_pct,rest_hr,hr_std,sdnn,rmssd,pnn50,hr_recovery_60s,recovery_beats,acute_load,chronic_load,acwr
20250218_223911,Readiness,22,100,45.85,40.0,78.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,10.09,207.46,97.4,43.7,0.0,33.3,103.633,133.031,0.779
20250218_235727,Training,23,100,70.8,49.08,148.36,30.78,21.34,64.51,72.85,101.355,1.39,17.07,0.31,0.39,No Effect,0.41,No Effect,166.2,23.93,53.18,24.1,0.33,4275000.0,97.74,54000.0,1.23,18000.0,0.41,9000.0,0.21,12000.0,0.27,6000.0,0.14,,,,,,,,103.348,131.975,0.783
20250219_110447,Training,11,100,91.87,60.67,183.72,39.94,26.38,79.88,137.65,107.331,0.779,87.02,1.07,2.11,Maintaining,0.76,No Effect,751.45,26.37,58.61,31.44,0.23,7500000.0,90.78,180000.0,2.18,141000.0,1.71,168000.0,2.03,177000.0,2.14,96000.0,1.16,,,,,,,,103.791,131.18,0.791
20250220_004434,Readiness,0,100,58.25,45.34,77.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.34,8.48,167.08,105.38,57.26,0.0,21.0,103.791,128.469,0.808
20250220_112227,Training,11,100,110.59,75.61,177.53,48.08,32.87,77.19,130.6,140.186,1.073,207.29,2.04,4.83,Highly Improving,0.97,No Effect,1081.64,27.25,56.68,36.88,0.28,6168000.0,78.68,414000.0,5.28,393000.0,5.01,480000.0,6.12,318000.0,4.06,66000.0,0.84,,,,,,,,107.43,125.663,0.855
20250220_225529,Readiness,22,100,53.05,40.0,114.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,15.32,238.79,153.94,63.56,0.0,63.7,107.43,125.663,0.855
20250220_234733,Training,23,100,82.14,56.15,140.52,35.71,24.41,61.09,104.95,119.154,1.135,127.3,1.35,3.57,Improving,0.65,No Effect,418.96,22.38,49.73,29.53,0.28,5286000.0,83.9,387000.0,6.14,291000.0,4.62,198000.0,3.14,99000.0,1.57,39000.0,0.62,,,,,,,,108.496,125.453,0.865
20250221_114024,Training,11,100,123.2,87.36,190.23,53.56,37.98,82.71,71.7,91.38,1.274,71.75,1.19,1.59,Minor Effect,1.04,Minor Effect,730.46,30.0,56.01,20.29,0.28,3063000.0,71.15,279000.0,6.48,384000.0,8.92,330000.0,7.67,171000.0,3.97,78000.0,1.81,,,,,,,,109.378,125.855,0.869
20250221_224546,Readiness,22,100,55.94,41.81,81.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.81,11.75,228.06,151.29,69.23,0.0,26.4,117.413,125.855,0.933
20250222_000524,Training,0,100,74.61,58.23,110.97,32.44,25.32,48.25,82.0,109.558,1.335,96.72,0.91,2.46,Maintaining,0.48,No Effect,234.23,20.12,44.72,28.61,0.35,4146000.0,84.22,474000.0,9.63,183000.0,3.72,81000.0,1.65,27000.0,0.55,12000.0,0.24,,,,,,,,114.573,120.603,0.95
20250223_023245,Readiness,2,100,62.86,51.06,80.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.06,7.73,151.14,121.14,58.12,0.0,5.1,114.573,120.603,0.95
20250223_222000,Readiness,22,100,45.88,40.0,62.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,6.06,168.4,121.07,50.0,0.0,20.5,114.573,120.603,0.95
20250223_234207,Training,23,100,87.95,55.34,142.71,38.24,24.06,62.05,91.25,132.021,1.446,171.83,2.5,4.56,Highly Improving,0.69,No Effect,444.19,20.88,46.39,33.56,0.37,4146000.0,75.68,621000.0,11.34,465000.0,8.49,126000.0,2.3,87000.0,1.59,33000.0,0.6,,,,,,,,116.159,117.471,0.989
20250224_104238,Training,10,100,109.83,73.52,188.97,47.75,31.97,82.16,198.0,258.463,1.305,315.88,2.72,4.99,Highly Improving,0.61,No Effect,1617.16,28.71,60.12,58.55,0.3,10329000.0,86.92,702000.0,5.91,360000.0,3.03,321000.0,2.7,159000.0,1.34,12000.0,0.1,,,,,,,,128.378,121.877,1.053
20250224_220353,Readiness,22,100,56.1,45.0,71.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,6.4,146.62,126.04,60.17,0.0,17.9,126.62,118.561,1.068
20250224_233113,Training,23,100,86.05,54.2,149.36,37.41,23.57,64.94,111.5,109.735,0.984,170.53,1.59,4.51,Highly Improving,0.86,No Effect,510.82,21.87,48.61,32.34,0.29,5445000.0,81.35,321000.0,4.8,354000.0,5.29,303000.0,4.53,174000.0,2.6,96000.0,1.43,,,,,,,,125.085,118.494,1.056
20250225_111049,Training,11,100,99.27,68.21,180.72,43.16,29.65,78.58,162.5,185.959,1.144,167.68,1.28,4.46,Highly Improving,0.44,No Effect,1068.45,27.04,60.09,48.28,0.3,8664000.0,88.83,582000.0,5.97,291000.0,2.98,183000.0,1.88,30000.0,0.31,3000.0,0.03,,,,,,,,134.321,120.602,1.114
20250225_234053,Readiness,23,100,50.78,40.0,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,9.81,224.55,136.1,60.68,0.0,26.6,135.514,121.356,1.117
20250226_022618,Training,2,100,99.96,74.79,157.32,43.46,32.52,68.4,81.5,96.875,1.188,73.1,1.05,1.62,Minor Effect,0.53,No Effect,544.44,23.74,52.76,23.18,0.28,4020000.0,82.16,387000.0,7.91,258000.0,5.27,168000.0,3.43,48000.0,0.98,12000.0,0.25,,,,,,,,135.066,120.591,1.12
20250226_104121,Training,10,100,102.5,69.61,176.57,44.57,30.26,76.77,163.35,162.47,0.994,263.31,2.5,4.97,Highly Improving,0.67,No Effect,1153.63,25.26,56.13,45.49,0.28,8472000.0,86.41,528000.0,5.39,279000.0,2.85,327000.0,3.34,132000.0,1.35,66000.0,0.67,,,,,,,,137.557,121.86,1.129
20250227_022106,Readiness,2,100,55.61,49.38,72.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.38,5.63,115.88,107.93,56.78,0.0,22.0,140.58,124.773,1.127
20250227_105029,Training,10,100,89.43,65.25,134.84,38.88,28.37,58.62,93.0,117.2,1.26,162.25,1.52,4.39,Highly Improving,0.77,No Effect,473.45,21.46,47.69,28.53,0.31,4329000.0,77.54,441000.0,7.9,333000.0,5.96,297000.0,5.32,156000.0,2.79,27000.0,0.48,,,,,,,,138.455,124.536,1.112
20250227_232941,Readiness,23,100,52.59,41.87,70.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.87,6.9,164.55,118.99,67.23,0.0,18.4,138.282,123.466,1.12
20250228_021612,Training,2,100,81.94,60.0,130.81,35.63,26.09,56.87,94.85,123.078,1.297,103.73,1.04,2.73,Maintaining,0.61,No Effect,375.75,22.05,48.99,29.09,0.31,5025000.0,88.25,273000.0,4.79,150000.0,2.63,132000.0,2.32,84000.0,1.48,30000.0,0.53,,,,,,,,138.674,123.453,1.123
20250228_104057,Training,10,100,89.59,64.09,166.63,38.95,27.86,72.45,127.35,100.037,0.785,54.95,0.92,1.08,Minor Effect,0.7,No Effect,651.35,20.88,46.41,30.4,0.24,6921000.0,90.54,252000.0,3.3,102000.0,1.33,156000.0,2.04,144000.0,1.88,69000.0,0.9,,,,,,,,135.161,122.744,1.101
20250228_221425,Readiness,22,100,49.89,40.1,72.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,9.14,207.62,129.54,67.52,0.0,11.5,139.54,122.744,1.137
20250228_233018,Training,23,100,111.61,71.81,173.92,48.53,31.22,75.62,86.75,96.67,1.114,148.89,2.02,4.17,Highly Improving,1.13,Minor Effect,732.02,25.23,52.0,26.26,0.3,4095000.0,78.63,234000.0,4.49,285000.0,5.47,264000.0,5.07,210000.0,4.03,120000.0,2.3,,,,,,,,135.642,121.977,1.112
20250302_010127,Readiness,1,100,64.0,52.42,79.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.42,6.74,119.49,85.73,45.3,0.0,10.1,138.251,122.726,1.126
20250302_221455,Readiness,22,100,49.72,40.55,71.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.55,7.48,180.84,136.58,64.1,0.0,18.4,138.251,122.726,1.126
20250302_233423,Training,23,100,84.76,48.49,190.92,36.85,21.08,83.01,54.65,54.513,0.997,20.83,0.43,0.44,No Effect,0.43,No Effect,239.85,25.54,56.76,16.43,0.3,2970000.0,90.49,183000.0,5.58,111000.0,3.38,0.0,0.0,9000.0,0.27,9000.0,0.27,,,,,,,,130.638,120.72,1.082
20250303_111011,Training,11,100,117.6,75.43,189.6,51.13,32.79,82.44,202.9,275.658,1.358,625.58,4.23,5.0,Overloading,0.78,No Effect,1894.7,29.22,57.15,66.29,0.33,9612000.0,78.94,915000.0,7.51,819000.0,6.73,540000.0,4.43,243000.0,2.0,48000.0,0.39,,,,,,,,132.219,125.147,1.057
20250304_000102,Readiness,0,100,51.86,40.89,66.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.89,7.71,183.25,119.88,50.0,0.0,12.6,134.718,125.147,1.076
20250304_025848,Training,2,100,81.8,62.72,116.21,35.56,27.27,50.53,61.75,70.702,1.144,79.91,1.01,1.85,Minor Effect,0.85,No Effect,243.38,20.29,45.09,19.77,0.32,2955000.0,79.69,276000.0,7.44,174000.0,4.69,150000.0,4.05,117000.0,3.16,36000.0,0.97,,,,,,,,128.316,123.634,1.038
20250304_110855,Training,11,100,85.78,57.91,160.02,37.3,25.18,69.57,151.25,176.54,1.167,115.66,0.93,3.15,Improving,0.41,No Effect,686.64,23.91,53.13,45.35,0.3,7956000.0,87.64,651000.0,7.17,339000.0,3.73,114000.0,1.26,15000.0,0.17,3000.0,0.03,,,,,,,,132.7,125.064,1.061
20250304_221825,Readiness,22,100,54.3,42.37,70.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.37,6.91,157.57,138.05,70.09,0.0,14.4,127.374,127.428,1.0
20250304_235030,Training,23,100,94.77,66.48,147.56,41.21,28.9,64.16,95.7,133.471,1.394,111.38,1.07,3.01,Improving,0.5,No Effect,564.42,21.49,47.76,29.7,0.31,4521000.0,78.69,489000.0,8.51,417000.0,7.26,261000.0,4.54,54000.0,0.94,3000.0,0.05,,,,,,,,127.929,127.784,1.001
20250305_112315,Training,11,100,110.78,75.08,185.13,48.16,32.64,80.49,178.5,245.296,1.374,325.92,2.7,5.0,Overloading,0.73,No Effect,1483.36,27.95,58.03,57.64,0.32,9255000.0,86.39,744000.0,6.94,327000.0,3.05,114000.0,1.06,156000.0,1.46,117000.0,1.09,,,,,,,,139.317,130.96,1.064
20250306_021928,Readiness,2,100,56.92,42.18,72.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.18,8.59,189.62,128.1,62.39,0.0,5.0,139.317,132.377,1.052
20250306_121908,Training,12,100,85.74,60.31,126.14,37.28,26.22,54.84,30.25,42.346,1.398,23.73,0.84,0.49,No Effect,0.72,No Effect,137.32,19.74,43.86,11.34,0.38,1335000.0,73.43,213000.0,11.72,177000.0,9.74,39000.0,2.15,18000.0,0.99,36000.0,1.98,,,,,,,,131.831,129.944,1.015
20250306_221930,Readiness,22,100,50.71,41.89,71.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.89,7.66,179.24,132.29,62.39,0.0,23.0,131.831,129.944,1.015
20250306_234457,Training,23,100,83.63,60.85,134.23,36.36,26.45,58.36,109.85,124.243,1.131,102.53,0.87,2.67,Maintaining,0.66,No Effect,463.09,22.17,49.27,32.93,0.3,5622000.0,85.26,396000.0,6.01,255000.0,3.87,156000.0,2.37,126000.0,1.91,39000.0,0.59,,,,,,,,131.141,132.03,0.993
20250307_110928,Training,11,100,99.96,67.56,167.67,43.46,29.37,72.9,121.5,113.334,0.932,130.32,1.58,3.68,Improving,0.92,No Effect,811.49,24.12,53.6,30.99,0.26,6297000.0,86.34,309000.0,4.24,198000.0,2.71,156000.0,2.14,180000.0,2.47,153000.0,2.1,,,,,,,,133.277,132.052,1.009
20250307_222130,Readiness,22,100,55.29,47.37,66.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.37,5.1,125.58,108.75,62.71,0.0,8.7,133.277,133.311,1.0
20250307_235753,Training,23,100,116.29,86.2,173.59,50.56,37.48,75.47,122.9,177.277,1.442,129.94,1.74,3.67,Improving,0.79,No Effect,1123.69,25.76,50.95,36.32,0.3,5763000.0,78.12,471000.0,6.38,543000.0,7.36,354000.0,4.8,165000.0,2.24,81000.0,1.1,,,,,,,,141.338,131.29,1.077
20250309_034605,Readiness,3,100,54.08,41.52,76.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.52,8.59,186.41,129.4,65.25,0.0,32.3,141.338,131.29,1.077
20250309_221648,Readiness,22,100,48.39,40.0,62.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,8.27,214.64,144.45,51.69,0.0,22.6,141.338,131.29,1.077
20250309_234303,Training,23,100,87.29,64.93,165.29,37.95,28.23,71.86,106.0,119.873,1.13,48.15,0.37,0.89,No Effect,0.37,No Effect,505.39,24.65,54.78,32.58,0.31,6015000.0,94.53,252000.0,3.96,93000.0,1.46,0.0,0.0,0.0,0.0,3000.0,0.05,,,,,,,,147.874,128.817,1.148
20250310_110532,Training,11,100,109.62,75.42,182.89,47.66,32.79,79.52,247.9,297.786,1.201,384.28,2.3,5.0,Overloading,0.66,No Effect,2016.65,28.06,58.88,79.11,0.32,12936000.0,86.95,936000.0,6.29,453000.0,3.04,252000.0,1.69,207000.0,1.39,93000.0,0.63,,,,,,,,161.502,133.384,1.211
20250310_232730,Readiness,23,100,68.78,58.7,75.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7,3.41,56.67,31.18,6.67,0.0,12.2,150.087,130.009,1.154
20250311_024030,Training,2,100,76.41,59.26,129.43,33.22,25.76,56.28,77.1,75.995,0.985,29.7,0.4,0.55,No Effect,0.41,No Effect,241.15,21.47,47.72,21.16,0.27,4239000.0,91.57,165000.0,3.56,150000.0,3.24,57000.0,1.23,15000.0,0.32,3000.0,0.06,,,,,,,,143.351,130.109,1.102
20250311_115800,Training,11,100,97.12,73.72,139.12,42.23,32.05,60.49,80.6,106.757,1.324,105.8,1.11,2.81,Maintaining,1.06,Minor Effect,503.93,21.02,46.7,23.34,0.29,3579000.0,73.96,363000.0,7.5,357000.0,7.38,249000.0,5.15,201000.0,4.15,90000.0,1.86,,,,,,,,143.638,129.478,1.109
20250311_223746,Readiness,22,100,46.7,40.0,71.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,7.97,184.76,116.08,50.43,0.0,28.2,143.638,129.478,1.109
20250311_235120,Training,23,100,105.39,76.26,169.83,45.82,33.16,73.84,108.15,127.193,1.176,97.66,0.63,2.47,Maintaining,0.48,No Effect,811.07,25.56,55.77,31.33,0.29,5475000.0,84.33,477000.0,7.35,345000.0,5.31,135000.0,2.08,45000.0,0.69,15000.0,0.23,,,,,,,,143.01,129.418,1.105
20250312_111535,Training,11,100,100.8,67.81,206.12,43.82,29.48,89.62,197.15,206.959,1.049,90.3,0.74,2.2,Maintaining,0.41,No Effect,1341.52,28.12,62.48,56.05,0.28,11163000.0,94.35,318000.0,2.69,222000.0,1.88,96000.0,0.81,30000.0,0.25,3000.0,0.03,,,,,,,,148.824,131.406,1.133
20250313_010103,Readiness,1,100,74.15,66.42,81.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.42,3.89,43.77,24.81,6.84,0.0,15.8,139.176,131.406,1.059
20250313_111900,Training,11,100,87.91,68.21,142.33,38.22,29.66,61.88,79.35,102.153,1.287,48.59,0.63,0.91,No Effect,0.43,No Effect,385.81,22.88,50.85,23.82,0.3,4263000.0,89.48,270000.0,5.67,138000.0,2.9,69000.0,1.45,21000.0,0.44,3000.0,0.06,,,,,,,,135.811,130.675,1.039
20250314_005317,Readiness,0,100,59.92,49.74,86.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.74,8.88,145.18,91.65,57.98,0.0,24.9,147.481,131.931,1.118
20250314_044054,Training,4,100,88.51,68.83,129.05,38.48,29.93,56.11,70.7,73.094,1.033,101.1,1.3,2.65,Maintaining,0.9,No Effect,350.2,21.29,47.3,20.56,0.29,3249000.0,76.54,342000.0,8.06,258000.0,6.08,207000.0,4.88,105000.0,2.47,84000.0,1.98,,,,,,,,140.042,130.46,1.073
20250314_111815,Training,11,100,105.95,74.56,164.17,46.06,32.42,71.38,118.6,126.525,1.066,153.73,2.03,4.26,Highly Improving,1.47,Minor Effect,899.33,22.96,49.85,31.99,0.27,5547000.0,77.92,258000.0,3.62,276000.0,3.88,372000.0,5.23,480000.0,6.74,186000.0,2.61,,,,,,,,141.361,130.364,1.084
20250314_220606,Readiness,22,100,54.95,43.14,72.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.14,7.42,152.14,122.3,67.52,0.0,0.0,141.361,132.898,1.064
20250315_000241,Training,0,100,104.3,64.04,170.75,45.35,27.84,74.24,101.25,126.313,1.247,232.22,2.59,4.92,Highly Improving,0.68,No Effect,742.64,24.72,54.52,33.21,0.33,5034000.0,82.82,375000.0,6.17,285000.0,4.69,255000.0,4.2,84000.0,1.38,45000.0,0.74,,,,,,,,136.265,132.607,1.028
20250316_024937,Readiness,2,100,55.96,48.03,69.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.03,6.14,128.84,106.83,60.68,0.0,2.6,136.265,132.607,1.028
20250316_222259,Readiness,22,100,50.09,40.38,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.38,8.79,203.01,157.82,57.02,0.0,26.3,136.265,132.607,1.028
20250316_235300,Training,23,100,77.57,59.76,138.5,33.72,25.98,60.22,102.85,114.117,1.109,42.75,0.38,0.78,No Effect,0.39,No Effect,339.57,22.51,50.02,29.92,0.29,5862000.0,94.95,156000.0,2.53,120000.0,1.94,27000.0,0.44,3000.0,0.05,6000.0,0.1,,,,,,,,135.689,132.156,1.027
20250317_110348,Training,11,100,97.19,66.38,176.48,42.25,28.86,76.73,160.1,140.418,0.877,212.01,2.66,4.86,Highly Improving,0.82,No Effect,1002.26,25.26,56.14,40.63,0.25,8187000.0,85.2,528000.0,5.49,327000.0,3.4,249000.0,2.59,243000.0,2.53,75000.0,0.78,,,,,,,,136.119,132.555,1.027
20250318_011207,Readiness,1,100,54.4,43.28,71.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.28,6.85,132.99,85.45,51.33,0.0,17.2,119.952,133.447,0.899
20250318_113327,Training,11,100,82.4,62.33,156.68,35.83,27.1,68.12,73.0,80.104,1.097,20.66,0.35,0.43,No Effect,0.4,No Effect,294.35,23.58,52.4,22.28,0.31,4218000.0,96.24,120000.0,2.74,33000.0,0.75,0.0,0.0,6000.0,0.14,6000.0,0.14,,,,,,,,120.363,132.363,0.909
20250319_011244,Readiness,1,100,57.09,44.94,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.94,9.82,187.81,119.02,54.24,0.0,18.5,121.21,133.179,0.91
20250319_113941,Training,11,100,119.33,78.91,198.28,51.88,34.31,86.21,146.05,252.944,1.731,347.16,2.69,5.0,Overloading,0.6,No Effect,1402.08,29.77,57.39,48.72,0.33,7158000.0,81.66,1074000.0,12.25,288000.0,3.29,132000.0,1.51,66000.0,0.75,48000.0,0.55,,,,,,,,126.958,137.01,0.927
20250320_004409,Readiness,0,100,55.23,44.89,76.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.89,8.84,181.21,130.19,55.56,0.0,27.4,126.958,137.01,0.927
20250320_120955,Training,12,100,83.06,65.49,123.55,36.11,28.47,53.72,57.1,57.836,1.012,34.79,0.69,0.65,No Effect,0.61,No Effect,235.97,20.33,45.17,16.7,0.29,2826000.0,82.41,243000.0,7.09,162000.0,4.72,126000.0,3.67,60000.0,1.75,12000.0,0.35,,,,,,,,121.419,134.843,0.9
20250320_231732,Readiness,23,100,49.79,40.0,69.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,9.57,222.11,152.01,68.38,0.0,26.6,121.419,134.843,0.9
20250321_003908,Training,0,100,113.31,73.09,213.52,49.27,31.78,92.84,127.25,191.474,1.504,103.04,0.74,2.68,Maintaining,0.39,No Effect,1106.26,31.12,63.17,40.44,0.32,7230000.0,94.66,297000.0,3.89,105000.0,1.37,3000.0,0.04,0.0,0.0,3000.0,0.04,,,,,,,,129.203,136.746,0.945
20250321_113415,Training,11,100,97.39,63.19,155.95,42.34,27.47,67.8,108.85,124.984,1.148,178.19,2.43,4.63,Highly Improving,1.47,Minor Effect,684.84,23.27,51.7,31.6,0.29,4944000.0,75.67,264000.0,4.04,294000.0,4.5,429000.0,6.57,453000.0,6.93,150000.0,2.3,,,,,,,,136.024,136.445,0.997
20250322_003308,Readiness,0,100,54.49,44.68,76.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.68,7.75,168.38,133.93,68.97,0.0,31.0,137.411,138.39,0.993
20250322_020153,Training,2,100,145.51,74.84,192.44,63.26,32.54,83.67,75.65,174.235,2.302,306.87,4.42,4.99,Highly Improving,1.43,Minor Effect,1025.34,34.56,54.63,33.79,0.45,1158000.0,25.5,639000.0,14.07,960000.0,21.14,1416000.0,31.18,303000.0,6.67,66000.0,1.45,,,,,,,,142.014,139.333,1.019
20250323_001501,Readiness,0,100,51.71,42.41,76.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.41,9.78,204.04,139.4,60.17,0.0,27.0,142.014,139.333,1.019
20250323_221646,Readiness,22,100,55.05,42.75,80.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75,10.2,215.04,152.59,64.66,0.0,33.4,142.014,139.333,1.019
20250324_000617,Training,0,100,105.87,74.55,156.1,46.03,32.41,67.87,93.25,146.228,1.567,141.93,1.93,4.01,Highly Improving,0.82,No Effect,706.03,23.86,51.83,30.92,0.33,3975000.0,71.01,612000.0,10.93,513000.0,9.16,297000.0,5.31,138000.0,2.47,63000.0,1.13,,,,,,,,146.028,139.707,1.045
20250324_112815,Training,11,100,104.58,72.11,177.58,45.47,31.35,77.21,158.6,176.807,1.114,171.6,1.41,4.52,Highly Improving,0.79,No Effect,1169.69,25.8,56.75,43.01,0.27,8361000.0,87.83,402000.0,4.22,222000.0,2.33,207000.0,2.17,204000.0,2.14,123000.0,1.29,,,,,,,,150.576,137.558,1.095
20250324_223049,Readiness,22,100,55.37,44.55,71.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.55,8.27,182.58,141.25,59.32,0.0,15.1,150.576,137.558,1.095
20250324_235110,Training,23,100,92.14,70.42,152.19,40.06,30.62,66.17,88.5,86.93,0.982,49.07,0.48,0.92,No Effect,0.49,No Effect,486.75,22.87,50.82,22.65,0.26,4635000.0,87.24,255000.0,4.8,216000.0,4.07,153000.0,2.88,36000.0,0.68,18000.0,0.34,,,,,,,,143.505,136.958,1.048
20250325_112039,Training,11,100,102.47,62.7,171.19,44.55,27.26,74.43,115.6,131.24,1.135,164.8,2.17,4.45,Highly Improving,1.46,Minor Effect,815.97,25.65,56.99,33.51,0.29,5166000.0,74.45,426000.0,6.14,303000.0,4.37,402000.0,5.79,465000.0,6.7,177000.0,2.55,,,,,,,,142.278,135.518,1.05
20250325_230511,Readiness,23,100,51.42,42.2,71.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,6.52,160.8,143.74,73.73,0.0,14.0,149.186,135.518,1.101
20250326_003158,Training,0,100,111.71,77.59,164.96,48.57,33.74,71.72,92.6,126.271,1.363,228.76,2.23,4.91,Highly Improving,0.82,No Effect,782.69,25.16,51.8,27.3,0.29,4320000.0,77.71,489000.0,8.8,354000.0,6.37,204000.0,3.67,162000.0,2.91,30000.0,0.54,,,,,,,,146.895,135.281,1.086
20250326_112426,Training,11,100,105.26,72.97,180.33,45.77,31.72,78.4,149.0,158.204,1.061,146.13,1.16,4.06,Highly Improving,0.61,No Effect,1114.26,25.78,56.34,42.41,0.28,7959000.0,89.0,375000.0,4.19,216000.0,2.42,222000.0,2.48,138000.0,1.54,33000.0,0.37,,,,,,,,147.923,136.179,1.086
20250326_234230,Readiness,23,100,56.38,46.5,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,6.91,149.78,120.48,50.83,0.0,6.3,137.421,136.179,1.009
20250327_021818,Training,2,100,104.4,77.57,162.03,45.39,33.73,70.45,57.85,68.352,1.181,43.02,0.94,0.81,No Effect,0.74,No Effect,425.31,23.68,52.17,16.79,0.29,2628000.0,75.65,285000.0,8.2,318000.0,9.15,132000.0,3.8,69000.0,1.99,42000.0,1.21,,,,,,,,131.142,134.44,0.975
20250328_001448,Readiness,0,100,62.85,43.86,74.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.86,6.55,130.15,95.28,48.65,0.0,19.5,138.473,134.894,1.027
20250328_012506,Training,1,100,106.09,78.58,167.21,46.13,34.16,72.7,127.1,205.785,1.618,256.66,1.98,4.96,Highly Improving,0.73,No Effect,966.5,23.67,51.31,36.4,0.29,6288000.0,82.42,582000.0,7.63,342000.0,4.48,210000.0,2.75,156000.0,2.04,51000.0,0.67,,,,,,,,139.904,136.711,1.023
20250328_121153,Training,12,100,100.91,68.14,162.9,43.87,29.63,70.83,81.15,102.779,1.266,97.7,1.28,2.53,Maintaining,0.59,No Effect,553.79,24.19,53.75,25.08,0.31,3699000.0,75.92,465000.0,9.54,408000.0,8.37,216000.0,4.43,81000.0,1.66,3000.0,0.06,,,,,,,,137.683,137.142,1.004
20250329_002459,Readiness,0,100,70.78,65.82,81.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.82,3.57,45.0,33.49,12.61,0.0,10.7,137.683,138.236,0.996
20250329_021454,Training,2,100,106.63,78.8,158.61,46.36,34.26,68.96,98.85,108.409,1.096,121.88,1.26,3.39,Improving,1.29,Minor Effect,759.84,23.92,51.59,26.17,0.26,4599000.0,77.5,390000.0,6.57,297000.0,5.01,174000.0,2.93,258000.0,4.35,216000.0,3.64,,,,,,,,131.1,137.451,0.954
20250329_235848,Readiness,23,100,49.54,40.02,71.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.02,8.66,205.15,137.72,57.63,0.0,24.8,131.1,137.451,0.954
20250330_234116,Readiness,23,100,50.46,42.37,66.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.37,6.52,177.16,160.91,66.1,0.0,14.2,131.1,139.693,0.938
20250331_023351,Training,2,100,105.37,68.08,174.95,45.81,29.6,76.07,70.6,92.825,1.314,101.58,1.34,2.68,Maintaining,0.44,No Effect,529.37,25.0,54.56,24.61,0.35,3543000.0,83.58,336000.0,7.93,225000.0,5.31,120000.0,2.83,9000.0,0.21,6000.0,0.14,,,,,,,,125.76,138.459,0.908
20250331_112640,Training,11,100,117.69,87.58,195.42,51.17,38.08,84.96,170.0,219.686,1.292,148.95,1.03,4.12,Highly Improving,0.47,No Effect,1590.01,30.74,60.07,53.76,0.32,9366000.0,91.8,402000.0,3.94,207000.0,2.03,153000.0,1.5,69000.0,0.68,6000.0,0.06,,,,,,,,134.299,136.986,0.98
20250331_234341,Readiness,23,100,56.97,40.2,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,8.88,175.41,127.78,60.17,0.0,33.9,130.048,136.986,0.949
